Title,Quartile
Jiangsu Daxue Xuebao (Ziran Kexue Ban) / Journal of Jiangsu University (Natural Science Edition),Q3
Jianzhu Cailiao Xuebao/Journal of Building Materials,Q2
Jianzhu Jiegou Xuebao/Journal of Building Structures,Q2
Jiaotong Yunshu Gongcheng Xuebao/Journal of Traffic and Transportation Engineering,Q2
Jiaotong Yunshu Xitong Gongcheng Yu Xinxi/Journal of Transportation Systems Engineering and Information Technology,Q2
Jiegou Huaxue,Q1
Jiguang Jishu/Laser Technology,Q4
Jiliang Xuebao/Acta Metrologica Sinica,Q3
Jilin Daxue Xuebao (Diqiu Kexue Ban)/Journal of Jilin University (Earth Science Edition),Q2
Jilin Daxue Xuebao (Gongxueban)/Journal of Jilin University (Engineering and Technology Edition),Q2
Jindal Global Law Review,Q3
Jingangshi yu Moliao Moju Gongcheng/Diamond and Abrasives Engineering,Q3
Jingxi Huagong/Fine Chemicals,Q4
Jinshu Rechuli/Heat Treatment of Metals,Q4
Jinshu Xuebao/Acta Metallurgica Sinica,Q2
Jiqiren/Robot,Q3
Jisuan Lixue Xuebao/Chinese Journal of Computational Mechanics,Q3
Jisuan Wuli/Chinese Journal of Computational Physics,Q4
Jisuanji Fuzhu Sheji Yu Tuxingxue Xuebao/Journal of Computer-Aided Design and Computer Graphics,Q4
Jisuanji Gongcheng/Computer Engineering,Q4
"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",Q3
Jisuanji Xuebao/Chinese Journal of Computers,Q3
Jisuanji Yanjiu yu Fazhan/Computer Research and Development,Q4
Jixie Gongcheng Xuebao/Journal of Mechanical Engineering,Q3
Jixie Kexue Yu Jishu/Mechanical Science and Technology for Aerospace Engineering,Q4
Jixie Qiangdu/Journal of Mechanical Strength,Q4
Johns Hopkins APL Technical Digest (Applied Physics Laboratory),Q4
Johnson Matthey Technology Review,Q3
Joint Bone Spine,Q1
Joint Commission Journal on Quality and Patient Safety,Q1
Joint Diseases and Related Surgery,Q2
Jokull,Q4
Jordan Journal for History and Archaeology,Q3
Jordan Journal of Biological Sciences,Q3
Jordan Journal of Business Administration,Q3
Jordan Journal of Chemistry,Q4
Jordan Journal of Civil Engineering,Q3
Jordan Journal of Earth and Environmental Sciences,Q4
Jordan Journal of Electrical Engineering,Q4
Jordan Journal of Mathematics and Statistics,Q3
Jordan Journal of Mechanical and Industrial Engineering,Q3
Jordan Journal of Modern Languages and Literatures,Q1
Jordan Journal of Nursing Research,Q4
Jordan Journal of Pharmaceutical Sciences,Q3
Jordan Journal of Physics,Q4
Jordan Medical Journal,Q4
Jordanian Journal of Computers and Information Technology,Q3
Jornal Brasileiro de Pneumologia,Q2
Jornal Brasileiro de Psiquiatria,Q4
Jornal Brasileiro de Reproducao Assistida,Q2
Jornal Vascular Brasileiro,Q3
Jornal de Pediatria,Q2
Joule,Q1
Journal - American Water Works Association,Q3
Journal Africain d'Hepato-Gastroenterologie,Q4
Journal Asiatique,Q4
Journal Europeen des Systemes Automatises,Q3
Journal Europeen des Urgences et de Reanimation,Q4
Journal Francais d'Ophtalmologie,Q3
Journal Global Policy and Governance,Q4
"Journal Globalization, Competitiveness and Governability",Q4
Journal International de Bioethique et d'Ethique des Sciences,Q4
Journal Medical Libanais,Q4
Journal Of Economic Sciences: Theory And Practice,Q3
Journal Of Organizational Behavior Research,Q2
Journal Orthopaedi and Traumatology Surabaya,Q4
"Journal Wuhan University of Technology, Materials Science Edition",Q3
Journal and Proceedings of the Royal Society of New South Wales,Q4
Journal d'Analyse Mathematique,Q1
Journal d'imagerie Diagnostique et Interventionnelle,Q4
Journal de Pediatrie et de Puericulture,Q4
Journal de Pharmacie Clinique,Q4
Journal de Theorie des Nombres de Bordeaux,Q3
Journal de Traumatologie du Sport,Q4
Journal de l'Ecole Polytechnique - Mathematiques,Q1
Journal de la Societe des Americanistes,Q4
Journal de la Societe des Oceanistes,Q3
Journal des Economistes et des Etudes Humaines,Q4
Journal des Mathematiques Pures et Appliquees,Q1
Journal for Advancement of Marketing Education,Q4
Journal for Continental Philosophy of Religion,Q2
Journal for Critical Education Policy Studies,Q3
Journal for Cultural Research,Q3
Journal for Deradicalization,Q1
Journal for Eighteenth-Century Studies,Q3
Journal for European Environmental and Planning Law,Q2
Journal for Foreign Languages,Q4
Journal for General Philosophy of Science,Q1
Journal for Geometry and Graphics,Q4
Journal for Global Business Advancement,Q4
Journal for Healthcare Quality,Q3
Journal for ImmunoTherapy of Cancer,Q1
Journal for Interdisciplinary Middle Eastern Studies,Q4
Journal for International Business and Entrepreneurship Development,Q2
Journal for Labour Market Research,Q2
Journal for Modeling in Ophthalmology,Q4
Journal for Multicultural Education,Q2
Journal for Nature Conservation,Q2
Journal for Nurse Practitioners,Q3
Journal for Nurses in Professional Development,Q2
Journal for Peace and Nuclear Disarmament,Q2
Journal for Person-Oriented Research,Q2
"Journal for Religion, Film and Media",Q3
Journal for Research in Mathematics Education,Q1
Journal for STEM Education Research,Q1
Journal for Social Action in Counseling and Psychology,Q2
Journal for Specialists in Group Work,Q3
Journal for Specialists in Pediatric Nursing,Q2
Journal for Studies in Economics and Econometrics,Q3
Journal for Vascular Ultrasound,Q4
"Journal for Weavers, Spinners and Dyers",Q4
Journal for the Academic Study of Religion,Q1
Journal for the Cognitive Science of Religion,Q3
Journal for the Education of the Gifted,Q2
Journal for the History of Astronomy,Q2
Journal for the History of Knowledge,Q3
Journal for the History of Modern Theology,Q4
Journal for the History of Rhetoric,Q3
Journal for the Liberal Arts and Sciences,Q2
Journal for the Measurement of Physical Behaviour,Q2
"Journal for the Philosophy of Language, Mind and the Arts",Q3
Journal for the Scientific Study of Religion,Q1
Journal for the Study of Judaism,Q2
Journal for the Study of Radicalism,Q2
"Journal for the Study of Religion, Nature and Culture",Q1
Journal for the Study of Religions and Ideologies,Q1
Journal for the Study of Spirituality,Q2
Journal for the Study of the Historical Jesus,Q3
Journal for the Study of the New Testament,Q2
Journal for the Study of the Old Testament,Q2
Journal for the Study of the Pseudepigrapha,Q3
Journal for the Theory of Social Behaviour,Q1
Journal fur Asthetische Chirurgie,Q4
"Journal fur Endokrinologie, Diabetologie und Stoffwechsel",Q4
Journal fur Entwicklungspolitik,Q3
Journal fur Gastroenterologische und Hepatologische Erkrankungen,Q4
Journal fur Kulturpflanzen,Q4
Journal fur Mathematik-Didaktik,Q1
"Journal fur Neurologie, Neurochirurgie und Psychiatrie",Q4
Journal fur Pharmakologie und Therapie,Q4
Journal fur Reproduktionsmedizin und Endokrinologie,Q4
Journal fur Urologie und Urogynakologie,Q4
Journal fur Verbraucherschutz und Lebensmittelsicherheit,Q2
Journal fur die Reine und Angewandte Mathematik,Q1
Journal of 3D Printing in Medicine,Q2
Journal of AAPOS,Q3
Journal of AOAC International,Q3
Journal of ASEAN Studies,Q3
Journal of Abbasid Studies,Q4
Journal of Abdominal Wall Surgery,Q2
Journal of Academic Ethics,Q1
Journal of Academic Librarianship,Q1
Journal of Access Services,Q3
Journal of Accessibility and Design for All,Q3
Journal of Accounting Education,Q1
Journal of Accounting Literature,Q2
Journal of Accounting Research,Q1
Journal of Accounting Review,Q4
Journal of Accounting and Economics,Q1
Journal of Accounting and Organizational Change,Q1
Journal of Accounting and Public Policy,Q1
Journal of Accounting in Emerging Economies,Q1
"Journal of Accounting, Auditing and Finance",Q1
Journal of Achievements in Materials and Manufacturing Engineering,Q3
Journal of Acquired Immune Deficiency Syndromes (1999),Q1
"Journal of Activity, Sedentary and Sleep Behaviors",Q2
Journal of Acupuncture and Tuina Science,Q3
Journal of Acute Medicine,Q4
Journal of Addiction Medicine,Q1
Journal of Addictions Nursing,Q3
Journal of Addictions and Offender Counseling,Q2
Journal of Addictive Diseases,Q3
Journal of Adhesion,Q2
Journal of Adhesion Science and Technology,Q2
Journal of Adhesive Dentistry,Q1
Journal of Adolescence,Q1
Journal of Adolescent Health,Q1
Journal of Adolescent Research,Q1
Journal of Adolescent and Adult Literacy,Q2
Journal of Adolescent and Young Adult Oncology,Q2
Journal of Adult Development,Q1
Journal of Adult Protection,Q2
Journal of Adult and Continuing Education,Q2
Journal of Advanced Academics,Q2
Journal of Advanced Biotechnology and Experimental Therapeutics,Q3
Journal of Advanced Ceramics,Q1
Journal of Advanced Computational Intelligence and Intelligent Informatics,Q4
Journal of Advanced Concrete Technology,Q1
Journal of Advanced Dielectrics,Q2
Journal of Advanced Joining Processes,Q1
Journal of Advanced Manufacturing Science and Technology,Q2
Journal of Advanced Manufacturing Systems,Q3
Journal of Advanced Manufacturing Technology,Q4
Journal of Advanced Manufacturing and Processing,Q2
"Journal of Advanced Mechanical Design, Systems and Manufacturing",Q3
Journal of Advanced Military Studies,Q2
Journal of Advanced Nursing,Q1
Journal of Advanced Oral Research,Q3
Journal of Advanced Periodontology and Implant Dentistry,Q3
Journal of Advanced Pharmaceutical Technology and Research,Q3
Journal of Advanced Pharmacy Education and Research,Q2
Journal of Advanced Prosthodontics,Q1
Journal of Advanced Research,Q1
Journal of Advanced Transportation,Q2
Journal of Advanced Veterinary Research,Q3
Journal of Advanced Veterinary and Animal Research,Q2
Journal of Advances in Environmental Health Research,Q4
Journal of Advances in Information Fusion,Q4
Journal of Advances in Information Technology,Q3
Journal of Advances in Management Research,Q2
Journal of Advances in Medical Education and Professionalism,Q1
Journal of Advances in Medical and Biomedical Research,Q4
Journal of Advances in Modeling Earth Systems,Q1
Journal of Adventure Education and Outdoor Learning,Q1
Journal of Advertising,Q1
Journal of Advertising Education,Q2
Journal of Advertising Research,Q1
"Journal of Advocacy, Research and Education",Q4
Journal of Aeronautical Materials,Q3
"Journal of Aeronautics, Astronautics and Aviation",Q3
Journal of Aerosol Medicine and Pulmonary Drug Delivery,Q3
Journal of Aerosol Science,Q2
Journal of Aerospace Engineering,Q2
Journal of Aerospace Information Systems,Q2
Journal of Aerospace Technology and Management,Q3
Journal of Aesthetic Education,Q2
Journal of Aesthetics and Art Criticism,Q1
Journal of Aesthetics and Culture,Q2
Journal of Aesthetics and Phenomenology,Q2
Journal of Affective Disorders,Q1
Journal of Affective Disorders Reports,Q2
Journal of African American History,Q4
Journal of African American Studies,Q3
Journal of African Archaeology,Q1
Journal of African Business,Q2
Journal of African Cinemas,Q3
Journal of African Cultural Studies,Q1
Journal of African Diaspora Archaeology and Heritage,Q2
Journal of African Earth Sciences,Q2
Journal of African Economies,Q1
Journal of African Films and Diaspora Studies,Q2
Journal of African History,Q1
Journal of African Languages and Linguistics,Q4
Journal of African Languages and Literary Studies,Q3
Journal of African Law,Q3
Journal of African Media Studies,Q3
Journal of African Military History,Q3
Journal of African Population Studies (JAPS),Q4
Journal of African Union Studies,Q3
Journal of Africana Religions,Q2
Journal of Ageing and Longevity,Q3
"Journal of Aggression, Conflict and Peace Research",Q2
"Journal of Aggression, Maltreatment and Trauma",Q1
Journal of Aging Research,Q2
Journal of Aging Research and Lifestyle,Q2
Journal of Aging Studies,Q1
Journal of Aging and Environment,Q2
Journal of Aging and Health,Q1
Journal of Aging and Physical Activity,Q2
Journal of Aging and Social Policy,Q1
Journal of Agrarian Change,Q1
Journal of Agribusiness in Developing and Emerging Economies,Q1
Journal of Agricultural Economics,Q1
Journal of Agricultural Education and Extension,Q1
Journal of Agricultural Engineering,Q3
Journal of Agricultural Extension,Q2
Journal of Agricultural Machinery,Q4
Journal of Agricultural Meteorology,Q3
Journal of Agricultural Resources and Environment,Q3
Journal of Agricultural Science,Q2
Journal of Agricultural Science and Technology,Q3
Journal of Agricultural Sciences (Belgrade),Q4
Journal of Agricultural Sciences - Sri Lanka,Q3
Journal of Agricultural and Applied Economics,Q2
Journal of Agricultural and Environmental Ethics,Q1
Journal of Agricultural and Environmental Law,Q3
Journal of Agricultural and Food Chemistry,Q1
Journal of Agricultural and Food Industrial Organization,Q4
Journal of Agricultural and Food Information,Q4
Journal of Agricultural and Resource Economics,Q2
Journal of Agricultural and Urban Entomology,Q4
"Journal of Agricultural, Biological, and Environmental Statistics",Q2
Journal of Agriculture Faculty of Ege University,Q4
Journal of Agriculture and Environment for International Development,Q2
Journal of Agriculture and Food Research,Q1
Journal of Agriculture and Rural Development in the Tropics and Subtropics,Q2
"Journal of Agriculture and Rural Development in the Tropics and Subtropics, Supplement",Q2
Journal of Agriculture of the University of Puerto Rico,Q4
"Journal of Agriculture, Food Systems, and Community Development",Q2
Journal of Agro-Environment Science,Q3
Journal of Agromedicine,Q2
Journal of Agrometeorology,Q2
Journal of Agronomy and Crop Science,Q1
Journal of Air Pollution and Health,Q3
Journal of Air Transport Management,Q1
Journal of Air Transportation,Q2
Journal of Aircraft,Q2
Journal of Airport Management,Q4
Journal of Al-Tamaddun,Q1
Journal of Algebra,Q1
Journal of Algebra Combinatorics Discrete Structures and Applications,Q4
Journal of Algebra and Applied Mathematics,Q4
Journal of Algebra and Related Topics,Q3
Journal of Algebra and its Applications,Q2
Journal of Algebraic Combinatorics,Q1
Journal of Algebraic Geometry,Q1
Journal of Algebraic Hyperstructures and Logical Algebras,Q4
Journal of Algebraic Systems,Q4
Journal of Algorithms and Computational Technology,Q3
Journal of Allergy and Clinical Immunology,Q1
Journal of Allergy and Clinical Immunology: Global,Q1
Journal of Allergy and Clinical Immunology: In Practice,Q1
Journal of Allied Health,Q3
Journal of Alloys and Compounds,Q1
Journal of Alloys and Compounds Communications,Q1
Journal of Alloys and Metallurgical Systems,Q2
Journal of Alternative Investments,Q3
Journal of Alternative and Community Media,Q4
Journal of Alzheimer's Disease,Q1
Journal of Alzheimer's Disease Reports,Q2
Journal of Ambient Intelligence and Humanized Computing,Q2
Journal of Ambient Intelligence and Smart Environments,Q3
Journal of Ambulatory Care Management,Q3
Journal of American College Health,Q1
Journal of American Culture,Q3
Journal of American Ethnic History,Q3
Journal of American Folklore,Q2
Journal of American History,Q2
Journal of American Studies,Q3
Journal of American-East Asian Relations,Q4
Journal of Anaesthesiology Clinical Pharmacology,Q3
